id,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_cd
627553930119405271,Brooklyn,40.666702,-73.938072,Entire home/apt,300,3,6,0.8,2,364,56.0
629244791139652623,Manhattan,40.742977,-74.003723,Entire home/apt,151,7,1,0.11,1,128,158.0
627583149314138117,Queens,40.75049,-73.87881,Private room,70,2,19,1.99,3,365,173.0
629250904492513227,Manhattan,40.74128,-73.97863,Private room,73,4,3,0.33,1,0,161.0
627626874539824485,Brooklyn,40.67695,-73.92954,Entire home/apt,195,2,30,3.23,1,185,108.0
631376834576348498,Queens,40.67277,-73.78186,Private room,80,2,5,0.52,2,365,299.0
629425980554318364,Manhattan,40.75489,-73.99344,Entire home/apt,250,1,13,1.78,4,190,137.0
629858751113622049,Brooklyn,40.734814,-73.955299,Entire home/apt,248,5,0,0.0,1,0,87.0
631378049959349099,Manhattan,40.76282,-73.99035,Entire home/apt,350,1,14,1.65,1,324,137.0
631493743804771448,Queens,40.752,-73.93671,Private room,88,12,2,0.22,3,309,318.0
631670800654167357,Brooklyn,40.63451,-74.0174,Private room,66,1,23,2.43,8,71,61.0
629930011760846304,Manhattan,40.80262,-73.94733,Private room,118,2,5,0.55,4,0,151.0
629937865335706536,Queens,40.702717,-73.785645,Entire home/apt,500,2,30,3.13,1,340,298.0
629447871269889618,Queens,40.75443,-73.83544,Private room,29,30,0,0.0,207,56,293.0
629451890576674227,Queens,40.75588,-73.83317,Private room,30,30,1,0.63,207,33,293.0
631700434097171960,Queens,40.710224,-73.828728,Private room,45,30,3,0.32,19,348,177.0
629457877765846841,Queens,40.75481,-73.83539,Private room,38,30,0,0.0,207,52,293.0
629461307877955269,Queens,40.7543,-73.83498,Private room,29,30,0,0.0,207,56,293.0
629466757954163478,Queens,40.75468,-73.83363,Private room,29,30,0,0.0,207,87,293.0
629469532960970139,Queens,40.75491,-73.8351,Private room,29,30,0,0.0,207,87,293.0
629964135068695094,Manhattan,40.72209,-73.98593,Entire home/apt,420,6,1,0.12,4,38,156.0
630122572706097291,Manhattan,40.7483335,-73.98094040000001,Entire home/apt,623,31,0,0.0,526,16,122.0
631710909070172116,Brooklyn,40.63311,-74.01901,Private room,68,1,23,2.47,8,65,61.0
630125574170081528,Manhattan,40.7483335,-73.98094040000001,Entire home/apt,305,31,0,0.0,526,324,122.0
630125981987539654,Manhattan,40.7483335,-73.98094040000001,Entire home/apt,307,31,0,0.0,526,339,122.0
630127601876610614,Manhattan,40.71968,-73.98333,Entire home/apt,251,31,0,0.0,526,156,156.0
630134452451645197,Brooklyn,40.65204,-73.96353,Private room,211,2,8,0.85,15,319,57.0
630137679168876359,Manhattan,40.7184301,-73.9926727,Entire home/apt,230,31,0,0.0,526,193,147.0
629491634244768492,Brooklyn,40.681015,-73.945976,Private room,95,1,27,2.95,2,9,108.0
631719694603808069,Manhattan,40.8063,-73.94208,Entire home/apt,179,3,18,2.93,18,46,152.0
629506345003800251,Queens,40.75451,-73.8354,Private room,35,30,0,0.0,178,45,293.0
630149949140915081,Brooklyn,40.65336,-73.96357,Private room,187,2,3,0.46,15,319,57.0
630267340670884083,Brooklyn,40.65739,-73.91452,Private room,63,2,13,1.41,10,363,68.0
629514935604381742,Queens,40.75629,-73.83322,Private room,32,30,0,0.0,178,56,293.0
629518017935220766,Queens,40.75431,-73.83531,Private room,30,30,0,0.0,178,56,293.0
629521570554652574,Queens,40.75502,-73.83325,Private room,29,30,0,0.0,178,60,293.0
631736560411380264,Brooklyn,40.6887521846281,-73.92957238472856,Entire home/apt,170,2,6,2.95,1,150,108.0
630337719111556566,Brooklyn,40.69292,-73.93415,Entire home/apt,113,3,16,1.8,2,87,108.0
631782880451117310,Brooklyn,40.703144,-73.923859,Private room,144,3,7,0.78,1,344,81.0
630383399703268082,Bronx,40.846657,-73.911018,Entire home/apt,249,1,15,1.93,2,363,29.0
629527356436598360,Queens,40.75488,-73.83509,Private room,35,30,0,0.0,178,33,293.0
629530527468606023,Queens,40.75429,-73.83542,Private room,30,30,0,0.0,178,56,293.0
631814036536779115,Brooklyn,40.72566,-73.94807,Private room,133,7,1,0.14,2,0,62.0
629553214644339643,Queens,40.75439,-73.83489,Private room,36,30,1,0.19,178,52,293.0
630414812769898209,Queens,40.74159445723067,-73.91735874116421,Entire home/apt,110,3,1,0.51,1,47,200.0
631823229287186669,Brooklyn,40.68465,-73.99113,Private room,184,2,30,3.14,1,317,106.0
629563487898203483,Queens,40.75469,-73.83494,Private room,30,30,0,0.0,178,56,293.0
629566753478421585,Queens,40.75471,-73.83372,Private room,30,30,0,0.0,178,31,293.0
631838483322074518,Brooklyn,40.631763,-74.026642,Entire home/apt,320,3,4,0.47,1,60,61.0
630424920231712059,Brooklyn,40.6833,-73.95808,Private room,57,30,3,0.7,8,124,107.0
631852906933494902,Manhattan,40.73008,-73.98753,Entire home/apt,162,4,33,4.4,1,5,156.0
630457543628889239,Brooklyn,40.68163,-73.95885,Private room,60,30,3,0.41,8,167,107.0
629574457058400167,Queens,40.75473,-73.83357,Private room,30,30,0,0.0,178,31,293.0
631869038931868233,Brooklyn,40.6613,-73.98493,Entire home/apt,148,30,2,0.3,1,267,109.0
629582588140640099,Queens,40.75503,-73.83535,Private room,34,30,0,0.0,192,23,293.0
629589304707139908,Manhattan,40.76662,-73.98751,Private room,250,1,8,0.83,1,90,137.0
630475330839889651,Queens,40.77399,-73.91342,Entire home/apt,148,3,20,2.23,4,331,181.0
630494641216712852,Brooklyn,40.67846,-73.95295,Entire home/apt,371,4,8,0.83,1,11,83.0
631889901355547794,Manhattan,40.72365,-73.98323,Entire home/apt,130,6,12,1.3,2,0,156.0
630499749987945658,Brooklyn,40.72063,-73.94765,Entire home/apt,130,30,3,0.36,2,365,62.0
630501366273607717,Queens,40.71736,-73.8597,Entire home/apt,245,2,10,1.04,2,57,217.0
629592838989909799,Queens,40.75469,-73.83317,Private room,30,30,0,0.0,192,87,293.0
633821009078400018,Queens,40.67262,-73.79684,Private room,66,2,10,1.09,5,0,276.0
631940481660435023,Manhattan,40.75381,-73.972,Entire home/apt,207,30,0,0.0,5,365,139.0
631967774281367970,Manhattan,40.82041,-73.93958,Entire home/apt,136,2,4,0.88,18,309,154.0
630501828250730546,Bronx,40.8381,-73.91485,Entire home/apt,120,1,39,4.03,1,183,8.0
631973894345953697,Brooklyn,40.58593745221316,-73.96880350216964,Entire home/apt,107,1,0,0.0,1,170,97.0
630539037367901963,Brooklyn,40.61672,-73.92516,Entire home/apt,95,3,36,3.78,1,154,76.0
632000288120848639,Queens,40.6819,-73.84287,Entire home/apt,100,2,4,0.59,4,180,259.0
630550882860410542,Manhattan,40.722832,-73.996246,Entire home/apt,206,30,5,0.66,15,229,147.0
630606368063091272,Brooklyn,40.68700278618006,-73.9558379650116,Entire home/apt,130,2,14,2.61,1,342,108.0
630609076899075160,Brooklyn,40.6937,-73.98182,Entire home/apt,300,30,1,0.16,1,63,103.0
633825923475576089,Manhattan,40.72657,-73.9832,Entire home/apt,900,2,21,3.41,1,226,156.0
633827826592670727,Manhattan,40.81225,-73.95167,Private room,73,1,35,3.72,1,326,154.0
632032875822277950,Brooklyn,40.68507,-73.95717,Entire home/apt,150,12,2,0.22,1,0,107.0
632152834747528079,Queens,40.77184,-73.91988,Entire home/apt,164,2,35,3.72,2,83,181.0
630629455952020211,Queens,40.745914,-73.918182,Entire home/apt,166,2,3,0.61,1,169,198.0
632187667038904733,Brooklyn,40.65933,-73.94991,Private room,75,1,9,0.97,8,26,67.0
630782288962640020,Manhattan,40.81545,-73.94686,Private room,139,5,5,0.59,3,365,154.0
630863953200294159,Manhattan,40.75465899999999,-73.9721295,Entire home/apt,459,31,0,0.0,526,310,139.0
630864416509205724,Manhattan,40.7514705,-73.9714149,Entire home/apt,337,31,0,0.0,526,53,139.0
633834295892000859,Brooklyn,40.70537,-73.93492,Entire home/apt,223,2,8,0.85,1,363,98.0
632237263989815739,Queens,40.68253,-73.8433,Entire home/apt,170,1,1,0.37,4,90,259.0
632238458317141450,Queens,40.684,-73.84136,Entire home/apt,130,1,9,0.97,4,180,260.0
632462257096349577,Bronx,40.90366,-73.906738,Entire home/apt,110,1,11,1.24,1,364,0.0
633865331237132437,Brooklyn,40.71406,-73.94847,Private room,235,2,17,1.9,1,172,98.0
630866621074508493,Brooklyn,40.68452,-73.92248,Entire home/apt,150,2,20,2.14,1,287,108.0
632463430772968847,Brooklyn,40.70038,-73.92355,Entire home/apt,150,1,54,5.64,1,280,104.0
630953807670082930,Manhattan,40.779,-73.97672,Entire home/apt,185,30,2,0.3,15,275,124.0
633930221689532784,Manhattan,40.75476,-73.96383,Entire home/apt,144,30,5,0.61,10,326,110.0
633931739289902878,Queens,40.76012,-73.81926,Entire home/apt,229,2,9,1.27,2,365,230.0
632521805483291229,Bronx,40.82436,-73.91307,Private room,85,1,45,5.06,3,177,41.0
633935436618995821,Manhattan,40.82727,-73.94468,Entire home/apt,109,30,0,0.0,47,365,155.0
633939380745222351,Brooklyn,40.63991,-73.96346,Entire home/apt,171,3,1,0.11,18,60,59.0
630964914219254297,Manhattan,40.80043,-73.96308,Private room,127,4,11,1.33,6,162,133.0
630976216171500258,Manhattan,40.77964,-73.97878,Entire home/apt,225,30,2,0.32,15,65,124.0
630983226240682784,Manhattan,40.7808,-73.97863,Entire home/apt,165,30,1,0.13,15,212,124.0
630988343816913041,Brooklyn,40.68194,-73.95655,Private room,71,30,4,0.48,8,167,107.0
630989961001713877,Manhattan,40.78105,-73.97774,Entire home/apt,175,30,3,0.42,15,197,124.0
631003489191594733,Manhattan,40.78102,-73.97796,Entire home/apt,185,30,1,0.19,15,335,124.0
633956160953215663,Manhattan,40.78856,-73.94775,Entire home/apt,425,20,0,0.0,1,365,148.0
632585401566098788,Manhattan,40.80237,-73.95833,Private room,120,1,3,0.32,2,0,150.0
631011954824378732,Manhattan,40.77929,-73.97695,Entire home/apt,130,30,1,0.14,15,316,124.0
632604733217748350,Queens,40.75255164485283,-73.94027618442121,Private room,100,14,1,0.17,6,365,318.0
633975838388452496,Queens,40.76832,-73.9245,Private room,82,1,53,5.6,2,96,201.0
632608899902231779,Manhattan,40.84629,-73.94351,Private room,63,4,24,2.61,3,336,129.0
633977351927953398,Brooklyn,40.58293,-73.96314,Private room,78,1,23,2.5,3,322,78.0
631022018867254235,Brooklyn,40.6849,-73.92193,Entire home/apt,150,3,15,1.61,1,238,108.0
631030030661899423,Queens,40.70235,-73.90737,Private room,44,30,1,0.12,2,365,209.0
632632066789092268,Queens,40.75417,-73.93841,Private room,60,20,0,0.0,1,365,318.0
631040288153314520,Queens,40.7683785,-73.9354765,Entire home/apt,190,30,0,0.0,1,363,289.0
634033315397058152,Manhattan,40.80815,-73.94638,Entire home/apt,227,3,18,2.26,1,216,151.0
634035217889553523,Manhattan,40.83623,-73.93913,Private room,100,2,0,0.0,2,364,135.0
634035515694587483,Manhattan,40.82196,-73.9566,Private room,60,3,25,2.69,3,62,128.0
632636512506891776,Brooklyn,40.70652,-73.95255,Entire home/apt,525,3,4,0.5,1,0,98.0
634039902162412584,Manhattan,40.71949,-73.98334,Entire home/apt,114,31,1,0.12,8,360,156.0
634053763616155625,Brooklyn,40.68953,-73.93496,Entire home/apt,174,2,22,2.45,8,0,108.0
631097874868219629,Brooklyn,40.63394,-73.96677,Entire home/apt,125,2,26,2.84,1,355,59.0
631137335233459685,Brooklyn,40.68111,-73.95862,Private room,55,30,2,0.24,8,65,107.0
632658360763274204,Queens,40.71526,-73.83799,Entire home/apt,50,244,1,0.2,1,0,176.0
631149892014601626,Manhattan,40.78488,-73.94926,Entire home/apt,260,30,0,0.0,63,241,145.0
632690998847059396,Brooklyn,40.62061,-74.00091,Private room,101,1,27,2.87,6,360,70.0
634079132980276901,Brooklyn,40.67184,-73.92301,Entire home/apt,159,2,36,3.83,1,346,88.0
632696915953279459,Queens,40.59258,-73.7992,Entire home/apt,135,2,26,2.91,2,89,186.0
632717293862386905,Queens,40.76717,-73.91754,Entire home/apt,71,3,4,0.43,2,29,223.0
634101292506949550,Manhattan,40.761799,-73.993645,Entire home/apt,238,2,4,0.47,1,241,137.0
632726981512238069,Brooklyn,40.7276,-73.95177,Entire home/apt,650,5,3,0.39,1,66,62.0
631230678066644601,Brooklyn,40.653366,-73.965027,Entire home/apt,150,5,7,0.96,1,34,57.0
632752608177110815,Queens,40.757114,-73.929756,Private room,75,30,5,0.75,2,364,318.0
634164751880077655,Manhattan,40.83307,-73.94166,Private room,110,30,0,0.0,5,365,135.0
634164795923289281,Bronx,40.8765,-73.84424,Private room,62,5,3,0.32,3,18,23.0
632799636361833105,Brooklyn,40.70769,-73.94207,Private room,110,2,16,2.07,1,202,98.0
634212556985006893,Manhattan,40.75657,-73.99746,Entire home/apt,193,30,7,0.98,10,228,137.0
631268068896317856,Brooklyn,40.633621,-74.018234,Private room,66,1,30,3.11,8,74,61.0
632816649003569675,Queens,40.66845,-73.80628,Private room,65,1,6,0.64,3,0,275.0
631297971412473276,Brooklyn,40.678982,-73.981056,Entire home/apt,200,2,28,3.21,1,270,106.0
631372167434218245,Manhattan,40.71172,-73.98721,Private room,95,4,2,0.25,2,0,136.0
634221576598890867,Brooklyn,40.66654,-73.97658,Entire home/apt,3400,3,2,0.22,1,180,55.0
634231714994159268,Manhattan,40.71984,-73.99175,Entire home/apt,108,30,13,1.4,10,343,147.0
634249791334310964,Manhattan,40.76445,-73.97769,Entire home/apt,170,30,8,1.26,10,256,123.0
632870944684990368,Brooklyn,40.688366,-73.9366,Entire home/apt,150,3,15,1.64,1,314,108.0
634259010762882711,Manhattan,40.73539,-73.98149,Entire home/apt,142,30,8,1.24,10,354,159.0
635454293983433941,Brooklyn,40.6666,-73.99396,Private room,60,2,34,3.79,1,213,109.0
635474429874721360,Manhattan,40.77823,-73.97998,Private room,114,4,16,1.73,1,74,124.0
632885930545592737,Brooklyn,40.64263,-73.98142,Private room,55,5,4,0.47,2,72,65.0
635484369090867609,Brooklyn,40.674915,-73.878418,Entire home/apt,130,1,93,9.89,2,156,89.0
635488675998262840,Bronx,40.889805,-73.839363,Private room,80,2,7,0.78,1,365,27.0
634276902012072709,Brooklyn,40.583878,-73.962097,Private room,81,1,8,0.85,3,338,78.0
632993183115320648,Queens,40.74549,-73.89534,Private room,135,3,2,0.22,7,347,194.0
635501023218881740,Manhattan,40.82211,-73.95665,Private room,65,3,34,3.92,3,58,128.0
635617204486061688,Brooklyn,40.68069,-73.98059,Entire home/apt,338,1,23,4.42,1,273,106.0
634368270482663573,Manhattan,40.760597,-73.990692,Private room,499,1,2,0.29,18,186,137.0
633113362893109950,Brooklyn,40.66972,-73.97427,Entire home/apt,2400,3,1,0.11,1,364,55.0
634506087516166647,Brooklyn,40.68037,-73.92027,Entire home/apt,111,2,28,3.31,2,20,108.0
635661497716345476,Brooklyn,40.66188,-73.9413,Entire home/apt,220,1,22,2.69,1,133,67.0
635691858194918500,Brooklyn,40.67699,-74.01463,Entire home/apt,100,62,0,0.0,2,248,105.0
635704817618725106,Manhattan,40.71224,-73.99561,Entire home/apt,200,9,0,0.0,2,0,136.0
635740071205766463,Manhattan,40.71691,-73.991,Private room,54,30,4,0.55,3,0,136.0
634581402167759077,Queens,40.7469156,-73.8750019,Private room,150,1,16,2.12,1,123,202.0
633168575271694958,Queens,40.75036,-73.80607,Entire home/apt,65,30,5,0.8,1,60,230.0
633211932800852040,Brooklyn,40.71047,-73.95346,Entire home/apt,400,4,9,1.07,1,339,98.0
633229707857788850,Manhattan,40.80891,-73.95095,Private room,118,2,7,0.78,1,83,151.0
635955022314782955,Queens,40.69952,-73.74128,Entire home/apt,140,1,17,1.88,1,33,269.0
636019195581310719,Brooklyn,40.6682,-73.99303,Entire home/apt,211,3,37,4.64,2,17,109.0
634602624019788655,Queens,40.73732,-73.92401,Entire home/apt,404,4,2,0.4,1,0,200.0
633257201851901800,Brooklyn,40.68491,-73.92989,Entire home/apt,100,30,1,0.19,4,0,108.0
636027704467896179,Queens,40.757114,-73.929756,Private room,60,30,21,2.34,2,365,318.0
633280941905350293,Brooklyn,40.66064,-73.92654,Private room,59,1,7,1.57,3,340,68.0
634609163193731506,Brooklyn,40.678,-73.96385,Entire home/apt,250,1,6,0.73,1,208,107.0
633287620224734220,Queens,40.68247,-73.77284,Private room,55,3,7,0.76,5,354,279.0
636051632523341934,Manhattan,40.75465899999999,-73.9721295,Entire home/apt,309,31,0,0.0,526,221,139.0
633306119519283589,Queens,40.70715,-73.81451,Entire home/apt,195,30,0,0.0,2,87,246.0
634622108650282541,Queens,40.75847,-73.92158,Private room,200,1,0,0.0,1,365,318.0
633318450007507030,Brooklyn,40.68056,-73.93894,Entire home/apt,269,1,0,0.0,1,358,108.0
633321495378275269,Bronx,40.89213,-73.84204,Private room,45,2,22,2.68,2,311,27.0
636127153623723704,Brooklyn,40.64369,-73.89513,Private room,65,3,2,0.47,3,178,95.0
636167593975534277,Brooklyn,40.69933,-73.92178,Entire home/apt,198,5,9,1.0,1,0,104.0
634674620597541646,Brooklyn,40.67811,-73.96291,Entire home/apt,299,30,1,0.12,3,365,107.0
634696594171846190,Manhattan,40.75501,-73.96229,Entire home/apt,160,30,0,0.0,16,365,110.0
633325241599587850,Queens,40.68391,-73.77241,Private room,55,3,13,1.44,5,360,279.0
634697357178727807,Brooklyn,40.70915,-73.95624,Entire home/apt,236,3,2,0.48,1,351,98.0
636174012533915373,Queens,40.772438,-73.923569,Entire home/apt,206,2,38,4.15,1,11,181.0
636216578068395468,Brooklyn,40.64692,-73.94551,Entire home/apt,95,30,4,0.53,1,171,66.0
636242839030318825,Queens,40.69756,-73.73113,Entire home/apt,221,2,9,0.99,2,358,269.0
633332823092765337,Manhattan,40.76836,-73.95827,Entire home/apt,290,6,6,0.72,1,0,142.0
636259194924261523,Brooklyn,40.68583,-73.96443,Entire home/apt,348,14,4,0.6,1,9,80.0
634708315220699677,Queens,40.75403,-73.91919,Entire home/apt,200,6,0,0.0,1,358,318.0
634724215081251527,Manhattan,40.752655,-73.972481,Entire home/apt,580,2,1,0.13,2,0,139.0
633399756090179833,Manhattan,40.7592,-73.98939,Entire home/apt,245,3,1,0.88,1,193,137.0
634745287411534607,Manhattan,40.79455,-73.94551,Entire home/apt,125,30,1,0.14,19,125,148.0
633406785201787250,Brooklyn,40.71198,-73.95334,Entire home/apt,160,30,1,0.24,1,58,98.0
634762187171654189,Queens,40.70694,-73.76131,Entire home/apt,102,2,20,2.2,1,85,250.0
636262868130380492,Queens,40.5897,-73.81164,Entire home/apt,180,2,21,2.48,1,257,185.0
634782127866180490,Manhattan,40.75149,-73.97215,Entire home/apt,275,2,2,0.44,9,69,139.0
633426670632924814,Brooklyn,40.66071,-73.92714,Entire home/apt,126,1,16,2.62,4,308,68.0
633459934007928882,Bronx,40.81711,-73.82104,Entire home/apt,138,2,4,0.79,1,359,16.0
634786222106330399,Manhattan,40.752,-73.97373,Entire home/apt,275,2,4,0.44,9,69,139.0
634867145735495157,Bronx,40.86277,-73.90512,Private room,50,1,20,2.14,2,343,12.0
634868907150900897,Brooklyn,40.66305,-73.94435,Entire home/apt,180,2,4,0.46,1,364,56.0
633463094326693676,Brooklyn,40.67622,-73.93112,Private room,67,1,24,4.04,4,71,108.0
633492364636824182,Brooklyn,40.6761,-73.94913,Entire home/apt,150,30,2,0.3,1,63,83.0
636274456676328779,Staten Island,40.507114,-74.251907,Entire home/apt,157,1,0,0.0,1,364,366.0
633498135863569609,Brooklyn,40.7131,-73.94388,Entire home/apt,195,4,13,1.66,4,32,98.0
636284976466179012,Manhattan,40.72819,-74.00106,Entire home/apt,196,2,29,3.67,1,322,157.0
634873109612876378,Queens,40.76754,-73.92738,Private room,59,1,42,4.45,2,357,201.0
633522447871551161,Brooklyn,40.713097,-73.942886,Entire home/apt,318,2,34,3.75,1,24,98.0
634896028024109972,Bronx,40.86307,-73.90512,Private room,50,1,3,0.53,2,343,13.0
636329923597403617,Manhattan,40.78857,-73.94487,Entire home/apt,138,2,16,1.89,4,218,146.0
636384010903074720,Bronx,40.80999,-73.91997,Private room,70,1,26,2.86,3,65,41.0
636626156005838939,Manhattan,40.74158,-73.98325,Entire home/apt,400,5,2,0.23,2,0,162.0
636645465431278802,Brooklyn,40.6761,-73.91722,Entire home/apt,227,1,7,0.76,1,272,88.0
633522992375587564,Manhattan,40.75363,-73.99482,Entire home/apt,250,1,11,1.5,2,220,137.0
633575232394929797,Bronx,40.8151,-73.82554,Private room,118,3,11,1.18,1,88,16.0
634936824891612018,Brooklyn,40.70918,-73.95594,Entire home/apt,300,3,20,2.24,1,0,98.0
634937231178401689,Manhattan,40.80198,-73.9636,Entire home/apt,455,5,10,1.17,1,0,133.0
633713635109468483,Brooklyn,40.69784,-73.93882,Private room,69,30,2,0.27,29,171,98.0
634943210887270572,Brooklyn,40.6193,-74.00131,Private room,102,1,16,1.76,6,360,70.0
633725815124281338,Brooklyn,40.69965,-73.93902,Private room,45,30,0,0.0,29,307,98.0
633730370924509931,Brooklyn,40.69952,-73.94067,Private room,42,30,4,0.55,29,149,98.0
634969493118002076,Manhattan,40.8067,-73.95171,Entire home/apt,325,3,5,0.68,1,28,151.0
636684907723189364,Manhattan,40.82889,-73.94376,Entire home/apt,250,5,2,0.34,1,356,155.0
636730907149526762,Brooklyn,40.71823,-73.95482,Entire home/apt,299,30,0,0.0,1,296,98.0
633744747894356563,Bronx,40.85383,-73.88658,Private room,118,1,5,0.58,11,363,37.0
636733997268048811,Queens,40.73539,-73.855247,Entire home/apt,130,1,37,4.17,2,341,267.0
634970434472370748,Queens,40.69246292114258,-73.81806945800781,Entire home/apt,55,31,0,0.0,1,280,260.0
633798346178313548,Manhattan,40.77968,-73.98008,Shared room,50,1,7,0.79,1,0,124.0
636750580304250017,Brooklyn,40.66367,-73.90989,Private room,58,1,19,2.34,2,60,88.0
638593187408318846,Brooklyn,40.58084,-73.9541,Entire home/apt,115,3,16,1.85,1,80,78.0
636801605735543805,Brooklyn,40.66987,-73.97987,Entire home/apt,136,3,9,1.54,8,58,82.0
634996589413630576,Bronx,40.84561,-73.86301,Entire home/apt,181,2,2,0.57,4,357,19.0
635028907488877440,Brooklyn,40.6756,-73.91673,Entire home/apt,188,3,15,1.64,2,359,88.0
638640570599662603,Bronx,40.84292,-73.89103,Private room,42,30,3,0.38,6,176,38.0
635052437508177386,Brooklyn,40.6207,-73.99952,Private room,113,1,15,1.64,6,360,70.0
635057394274438824,Brooklyn,40.671,-73.98134,Private room,39,90,0,0.0,394,93,82.0
635057417657354347,Brooklyn,40.62817,-74.02514,Private room,33,90,0,0.0,394,218,61.0
635125760914245990,Bronx,40.84865,-73.86341,Entire home/apt,121,3,24,2.56,4,344,20.0
636873795592113226,Manhattan,40.822506,-73.938911,Private room,182,1,0,0.0,1,365,155.0
638907637372622550,Manhattan,40.73729,-74.00637,Entire home/apt,686,2,14,1.57,1,254,130.0
638943669371529428,Manhattan,40.74853,-73.97904,Entire home/apt,160,4,25,2.81,3,77,122.0
636897594741677771,Queens,40.67336,-73.79889,Entire home/apt,115,2,2,0.37,1,364,276.0
636899249866787920,Brooklyn,40.69937,-73.98253,Entire home/apt,461,2,47,5.22,1,33,103.0
638952269160723825,Manhattan,40.74168,-73.97953,Entire home/apt,286,2,9,1.02,1,78,161.0
635240490268093116,Brooklyn,40.667461,-73.984772,Entire home/apt,289,5,5,0.59,1,13,109.0
638956918289691353,Brooklyn,40.68868,-73.92804,Private room,110,2,20,2.46,1,365,108.0
635301868080561725,Brooklyn,40.68869,-73.91684,Entire home/apt,267,3,24,3.71,3,306,81.0
636925406572845237,Manhattan,40.77216,-73.95375,Entire home/apt,250,3,10,1.28,1,149,144.0
636982135524593603,Brooklyn,40.70454,-73.93621,Private room,99,28,8,1.06,5,301,98.0
637103708187106081,Manhattan,40.76226,-73.98972,Private room,125,1,42,4.62,2,0,137.0
635322560515730135,Brooklyn,40.678398,-73.909744,Entire home/apt,86,2,28,3.36,1,276,88.0
638990296543110131,Brooklyn,40.65535,-74.00298,Private room,85170,1,38,4.52,6,57,109.0
639038485645896375,Brooklyn,40.70068,-73.93897,Private room,36,30,1,0.14,21,294,98.0
639057764033862705,Manhattan,40.80284,-73.9531,Entire home/apt,390,3,6,0.94,8,290,150.0
635349981223517857,Staten Island,40.6359,-74.07963,Entire home/apt,195,3,29,3.16,1,102,342.0
635350674625977113,Brooklyn,40.707353204884015,-73.96044615207815,Entire home/apt,230,1,28,3.47,1,88,98.0
637194775376471696,Manhattan,40.752655,-73.972481,Private room,350,2,0,0.0,1,4,139.0
639085516650644969,Brooklyn,40.72872,-73.95185,Entire home/apt,450,3,8,1.0,1,9,87.0
637478582940681740,Queens,40.73965,-73.91991,Private room,30,30,0,0.0,207,0,200.0
637493347211635054,Queens,40.73828,-73.92182,Private room,30,30,1,0.21,207,0,200.0
635358818579303717,Brooklyn,40.71329,-73.95311,Entire home/apt,138,5,8,0.88,1,9,98.0
635364157647802505,Queens,40.76021,-73.81911,Entire home/apt,249,2,16,2.06,2,363,230.0
635366331991787315,Brooklyn,40.61874,-73.9994,Private room,172,1,13,1.39,6,352,70.0
639126325014112594,Queens,40.68428,-73.77525,Entire home/apt,80,30,2,0.33,1,365,279.0
635383523425875590,Manhattan,40.77066,-73.95549,Entire home/apt,99,30,2,0.31,38,252,144.0
635390310293445835,Brooklyn,40.6206,-74.00134,Private room,105,1,16,1.76,6,360,70.0
637500375209808073,Queens,40.73772,-73.92101,Private room,49,30,0,0.0,192,0,200.0
637505576684770516,Queens,40.73958,-73.91977,Private room,48,30,0,0.0,192,0,200.0
637510579402318016,Queens,40.73856,-73.92186,Private room,48,30,0,0.0,178,0,200.0
639137691820228233,Queens,40.686928,-73.783752,Entire home/apt,105,2,25,2.79,1,365,279.0
637518053786282035,Queens,40.73969,-73.92145,Private room,48,30,0,0.0,178,0,200.0
637524390360273018,Queens,40.71394,-73.73203,Entire home/apt,230,2,13,1.49,1,339,253.0
635404813971304250,Brooklyn,40.68759,-73.97748,Entire home/apt,185,5,18,2.18,1,64,103.0
635406284291901953,Brooklyn,40.68433,-73.95196,Private room,93,1,13,1.45,3,90,108.0
639158036679510987,Queens,40.70338,-73.90566,Entire home/apt,125,2,35,3.82,2,165,209.0
635410678813199898,Manhattan,40.80302,-73.95061,Private room,230,2,13,1.55,4,70,151.0
639192994725248908,Manhattan,40.7816,-73.95246,Entire home/apt,184,3,20,2.29,24,312,145.0
635415129769831308,Brooklyn,40.62099,-73.99915,Private room,103,1,31,3.31,6,355,70.0
639196452156053296,Manhattan,40.78344,-73.97748,Entire home/apt,200,3,13,1.5,24,33,124.0
639210579018468646,Queens,40.71901,-73.85207,Entire home/apt,241,2,14,1.56,1,268,175.0
639247662490823776,Queens,40.68983,-73.80521,Entire home/apt,179,2,16,1.78,1,76,294.0
635420521327405738,Queens,40.69687,-73.90141,Entire home/apt,150,30,1,0.13,1,219,213.0
637609387866765992,Queens,40.59462,-73.79116,Entire home/apt,130,1,15,1.65,1,258,186.0
637620087085191223,Manhattan,40.72182,-73.98462,Entire home/apt,536,2,18,2.01,1,338,156.0
639259145023364485,Queens,40.73957,-73.86953,Private room,83,2,28,3.19,2,282,203.0
637634357376846351,Brooklyn,40.66554,-73.93704,Entire home/apt,300,3,5,0.61,2,364,56.0
635423488680362283,Manhattan,40.726651572513816,-73.97897156247059,Entire home/apt,214,5,1,0.14,1,365,156.0
639264438411286969,Brooklyn,40.67360002946316,-73.89375242589745,Entire home/apt,154,3,3,0.38,1,117,89.0
635439633631544916,Queens,40.744,-73.91206,Private room,95,1,41,6.54,1,91,192.0
